@RELATION	Adult2Spammers
@ATTRIBUTE	att1	real
@ATTRIBUTE	att2	real
@ATTRIBUTE	att3	real
@ATTRIBUTE	att4	real
@ATTRIBUTE	att5	real
@ATTRIBUTE	class	{0,1}

@DATA
0.1092,0.203,0.5748,5.3241,0.0214,0
0.1065,0.1501,0.6288,1.9004,0.0072,0
0.0567,0.1827,0.7396,4.5454,0.0084,0
0.0029,0.3028,0.4894,10.7574,0.0211,1
0.0601,0.3539,0.3498,12.6546,0.0202,1
0.1052,0.5031,0.2241,14.3282,0.038,1
0.1387,0.4494,0.5221,1.3989,0.0103,1
0.0036,0.1833,0.5493,8.0728,0.0145,0
0.182,0.3576,0.714,0.873,0.0075,1
0.2256,0.2896,0.7911,0.9871,0.0066,0
0.0716,1.6422,0.0465,4.0383,0.0148,1
0.0276,1.1709,0.0546,3.2623,0.0027,1
0.119,0.3736,0.0417,0,0.0006,1
0.0496,0.3173,0.6095,1.4712,0.0042,0
0.081,0.111,0,0,0.0012,0
0.0685,0.1476,0.3333,0,0.0024,0
0.0334,0.3462,0.488,4.8309,0.0057,1
0.0378,0.3053,0.315,3.9594,0.0063,1
0.0763,0.4651,0.3698,3.8902,0.0039,1
0.081,0.087,0,0,0.0003,0
0.049,0.2456,0.5,0.8547,0.0015,1
0.0079,0.5194,0.2511,0,0.0009,1
0.081,0.087,0,0,0.0003,0
0.081,0.087,0,0,0.0003,0
0.1485,0.3317,0.4479,1.128,0.0039,1
0.0438,0.1673,0.7905,0.4068,0.0075,0
0.073,0.0413,0.3333,0,0.003,0
0.081,2.3026,0,0,0.0003,1
0.0567,0.2858,0.5462,2.8748,0.0093,1
0.049,0.2844,0.3333,0,0.0015,1
0.2844,0.7998,0.546,1.6199,0.0054,1
0.1107,0.803,0.4659,1.6201,0.0033,1
0.081,0.109,0,0,0.003,0
0.0079,0.1189,0.1667,0,0.0009,0
0.1337,0.2778,0.6641,3.4553,0.0112,1
0.055,0.6251,0.5417,1.8626,0.003,1
0.1643,0.7003,0.192,3.6568,0.0178,1
0.055,0.1061,0.3255,0,0.006,0
0.005,0.259,0.7053,5.1912,0.0145,0
0.0276,0.1561,0.2787,0,0.0027,1
0.0822,0.2257,0.7562,0.7096,0.0021,0
0.0992,0.1946,0.5887,2.3244,0.0054,1
0.1586,0.5278,0.5225,1.5328,0.0066,1
0.0606,0.2549,0.7747,0.6528,0.0036,0
0.119,0.1182,0.3333,0,0.0006,0
0.0248,0.2211,0.5229,5.5114,0.0066,1
0.0588,0.1805,0.3333,0,0.0018,0
0.042,0.4237,0.2873,0,0.0039,1
0.0822,0.4066,0.1501,0,0.0021,1
0.0195,0.1433,0.6404,2.6911,0.0039,0
0.169,0.1301,0.3148,0,0.0012,1
0.0079,1.2117,0.0185,0,0.0009,1
0.081,0.1054,0,0,0.0003,0
0.081,0.1054,0,0,0.0003,0
0.0079,0.7187,0.1667,0,0.0009,0
0.169,0.6806,0.4999,0,0.0012,0
0.081,0.0739,0,3.0888,0.0024,0
0.119,0.1106,0.1667,0,0.0006,0
0.081,0.0541,0,0,0.0003,0
0.0079,0.0589,0.3333,0,0.0018,0
0.0157,0.1317,0.3333,0,0.0021,0
0.407,0.4644,0.7853,0.2927,0.003,1
0.055,0.3559,0.2708,0,0.003,1
0.031,0.1476,0.2431,0,0.0012,0
0.0744,0.0555,0.2504,2.9913,0.0033,0
0.081,-0,0,0,0.0006,0
0.081,0.0675,0,0.6178,0.0009,1
0.081,-0,0,0,0.0003,0
0.081,0.017,0,0,0.0006,0
0.081,-0,0,0.6178,0.0006,0
0.081,-0,0,0,0.0003,0
0.031,0.2215,0.5,0.7564,0.0012,1
0.081,0.2877,0,0,0.0003,0
0.0079,0.247,0.5,0.3362,0.0009,0
0.0079,0.3166,0.5,0.3362,0.0009,0
0.081,2.3026,0,0,0.0003,1
0.081,0.1654,0,3.7065,0.003,1
0.081,0.1872,0,0,0.0012,1
0.081,0.2886,0,3.0888,0.0024,1
0.119,0.1772,0.1667,0,0.0006,0
0.0523,0.2417,0.8333,0.4946,0.0018,1
0.081,0.0572,0,0,0.0003,0
0.081,0.0572,0,0,0.0003,0
0.081,0.0572,0,0,0.0003,0
0.119,1.0601,0.3316,0,0.0006,1
0.119,0.7724,0.3316,0,0.0006,0
0.0588,0.3431,0.1662,0,0.0018,1
0.081,0.1054,0,0,0.0003,0
0.169,0.2855,0.3148,0,0.0012,1
0.0502,1.0531,0.5,0,0.0024,0
0.081,0.0368,0,0,0.0009,0
0.0685,0.1159,0.3375,3.1564,0.0024,0
0.081,0.1457,0,1.2355,0.0009,0
0.081,0.1284,0,0,0.0009,1
0.081,0.0513,0,0,0.0003,0
0.081,-0,0,0,0.0015,0
0.081,0.0783,0,0,0.0006,0
0.0588,0.288,0.3333,0,0.0018,0
0.095,0.1688,0.7426,0.5164,0.0015,0
0.0079,0.1373,0.5,0.3362,0.0009,0
0.081,2.3026,0,0,0.0003,1
0.081,0.2231,0,0,0.0003,0
0.081,0.2231,0,0,0.0003,0
0.081,0.2322,0,1.2355,0.0012,1
0.081,0.0468,0,1.2355,0.0006,0
0.081,0.0572,0,0,0.0003,0
0.119,0.2583,0.1667,0,0.0006,0
0.095,0.0985,0.8333,0.6498,0.0015,0
0.081,0.0572,0,0,0.0003,0
0.081,0.0783,0,0,0.0006,0
0.0659,0.7902,0.6667,0.438,0.0021,1
0.119,0.1928,0.1667,0,0.0006,0
0.119,0.1928,0.1667,0,0.0006,0
0.119,0.1928,0.1667,0,0.0006,0
0.0079,0.3107,0.1667,0,0.0009,0
0.081,-0,0,0,0.0006,0
0.081,1.4979,0,0,0.0006,1
0.081,1.6094,0,0,0.0003,1
0.081,0.2231,0,0,0.0003,0
0.081,0.5108,0,0,0.0003,1
0.319,1.683,0.8333,0.0902,0.0009,1
0.081,1.0498,0,0,0.0003,0
0.0079,0.0752,0.3333,0,0.0009,0
0.011,0.447,0.1679,2.6808,0.003,1
0.081,0.1625,0,0,0.0009,1
0.031,0.196,0.332,0,0.0012,1
0.172,0.4713,0.5323,0.2999,0.0021,1
0.319,0.5398,0.25,0,0.0009,1
0.319,1.5702,0.25,0,0.0009,1
0.119,1.5473,0.0417,0,0.0012,1
0.081,0.1226,0,1.8533,0.0009,0
0.0065,0.1173,0.811,1.6967,0.0024,0
0.081,0.0913,0,1.2355,0.0006,0
0.081,0.1112,0,0,0.0003,0
0.081,0.0572,0,0,0.0003,0
0.081,2.8904,0,0,0.0003,1
0.081,0.0572,0,0,0.0003,0
0.081,0.1501,0,0,0.0009,0
0.0079,0.0857,0.3145,0.5442,0.0009,1
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,0.3567,0,0,0.0003,1
0.081,0.3567,0,0,0.0003,1
0.081,0.2231,0,0,0.0003,0
0.119,0.5993,0.0501,0,0.0006,1
0.081,2.8904,0,0,0.0003,1
0.0079,0.1494,0.3333,0,0.0009,0
0.081,1.204,0,0,0.0003,1
0.081,1.204,0,0,0.0003,1
0.119,0.5249,0.6667,0.1855,0.0006,1
0.119,0.5249,0.6667,0.1855,0.0006,1
0.119,0.5249,0.6667,0.1855,0.0006,1
0.031,0.5737,0.1667,0,0.0012,1
0.0502,0.2735,0.8331,0.234,0.0024,0
0.119,0.1438,0.1667,0,0.0006,0
0.119,0.1438,0.1667,0,0.0006,0
0.081,0.1054,0,0,0.0003,0
0.081,0.1054,0,0,0.0003,0
0.081,0.1054,0,0,0.0003,0
0.081,0.1054,0,0,0.0003,0
0.119,0.1643,0.5,0.2521,0.0006,0
0.081,0.2231,0,0,0.0003,0
0.081,0.2231,0,0,0.0003,0
0.119,0.2154,0.2897,0.3706,0.0006,1
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,2.3026,0,0,0.0003,1
0.081,1.204,0,0,0.0003,1
0.081,1.204,0,0,0.0003,1
0.081,1.204,0,0,0.0003,1
0.081,0.636,0,0,0.0003,0
0.081,0.636,0,0,0.0003,0
0.081,0.636,0,0,0.0003,0
0.081,0.636,0,0,0.0003,0
0.081,0.636,0,0,0.0003,0
0.119,1.0986,0.1006,0,0.0006,1
0.081,0.5108,0,0,0.0003,0
0.081,1.6094,0,0,0.0003,0
0.0079,1.1782,0.6667,0.1805,0.0009,1
0.0079,1.186,0.5647,0.3894,0.0009,1
0.081,-0,0,0.6178,0.0006,0
0.081,-0,0,0.6178,0.0006,0
0.081,-0,0,0.6178,0.0003,0
0.119,0.5776,0.1499,0.0499,0.0006,1
0.081,1.204,0,0,0.0003,1
0.081,1.204,0,0,0.0003,1
0.081,0.113,0,0,0.0009,1
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,-0,0,0,0.0003,0
0.3865,-0,0,0,0.0045,1
0.081,0.2231,0,0.6178,0.0003,0
0.081,1.6094,0,0,0.0003,1
0.081,0.1054,0,0,0.0003,0
0.081,0.1054,0,0,0.0003,0
0.081,0.1054,0,0,0.0003,0
0.081,2.1972,0,0,0.0003,1
0.081,0.1178,0,0,0.0003,0
0.081,0.1178,0,0,0.0003,0
0.081,0.2231,0,0,0.0003,0
0.081,1.6094,0,0,0.0003,1
0.081,1.6094,0,0,0.0003,1
0.081,-0,0,0,0.0003,0
0.081,-0,0,0.6178,0.0003,0
0.081,-0,0,0.6178,0.0003,0
0.0079,0.3046,0.4489,0.6278,0.0009,1
0.081,1.3863,0,0,0.0003,1
0.081,-0,0,0,0.0003,0
0.081,-0,0,1.2355,0.0009,0
0.081,-0,0,0,0.0003,0
0.081,1.204,0,0.6178,0.0003,1
0.081,-0,0,0.6178,0.0003,0
0.081,-0,0,0,0.0003,0
0.081,0.6931,0,0.6178,0.0003,1
0.081,0.6931,0,0,0.0003,1
0.081,0.6931,0,0,0.0003,1
0.081,0.6931,0,0.6178,0.0003,1
0.081,0.6931,0,0,0.0003,1
0.081,-0,0,0.6178,0.0003,0
